"Name","Account #.","Our Code","Sub","Cust/Vend" as text,"Cust/Vend","Type","Region","Rating","Priority","Approved" as text,"Approved","Hold" as text,"Hold","Alt 1","Alt 2","Alt 3","Alt 4","Address1","Address2","Address3","City","State","Zip","Country","County","Phone1" as text,"Phone1","Fax1" as text,"Fax1","Phone2" as text,"Phone2","Fax2" as text,"Fax2","E-Mail","Contact","S.Person-1","S.Person-1 Name","S.Person-2","S.Person-3","S.Person-4","S.Person-5","1099 Form" as text,"1099 Form","Customer Currency","Tax ID#","Resale Cert","GL Account"
"General Supply and Metals Inc",="244","",="1","Customer","C","","","","","Yes","Y","No","N","","","","","47 Nauset St.","","","New Bedford","MA",="02746","","","999-6257",="999-6257",,"",,"",,"","",="0001","BT","Bob Thompson","","","","","No","N","USD","","",="4000-00-00"
"Goodson Mfg. Inc.",="724","",="1","Customer","C","","","","","Yes","Y","No","N","","","","",="140-5 Keyland Court","","","Bohemia","NY",="11716","","","589-4016",="589-4016",,"",,"",,"","","","EP","Edward Pantalena","","","","","No","N","USD",="20-1299627",="201299627",="4000-00-00"
"Goodwin-Bradley Pattern Co Inc",="168","",="1","Customer","C","","","","","Yes","Y","No","N","","","","",="216 Oxford Street","","","Providence","RI",="02905","","","461-5220",="461-5220","461-5219",="461-5219",,"",,"","",="0001","BT","Bob Thompson","","","","","No","N","USD","","",="4000-00-00"
"GP Industries Ltd.",="253","",="1","Customer","C","","","","","Yes","Y","No","N","","","","",="4 South End Plaza #43","","","New Milford","CT",="06776","","","917-1672",="917-1672",,"",,"",,"","",="0001","JL","Joe Lafantano","","","","","No","N","USD","","",="4000-00-00"
"GP Tool Company Inc.",="215","",="1","Customer","C","","","","","Yes","Y","No","N","","","","",="59 James Street","","","Danbury","CT",="06810","","","744-0310",="744-0310","792-6284",="792-6284",,"",,"","",="0001","JL","Joe Lafantano","","","","","No","N","USD",="06-0982778",="2430924-000",="4000-00-00"
"GPR Company, Inc. ",="207","",="1","Customer","C","","","","","Yes","Y","No","N","","","","",="22 Daniel Road East","","","Fairfield ","NJ",="07004","","","227-6160",="227-6160","808-8350",="808-8350",,"",,"","",="0001","EP","Edward Pantalena","","","","","No","N","USD",="22-2430747",="22-2430747/000",="4000-00-00"
"GQ Machining",="114","",="1","Customer","C","","","","","Yes","Y","No","N","","","","",="470 Midway Rd","","","Livingston Manor","NY",="12758","","","866-5869",="866-5869",,"",,"",,"","",="0001","JG","Jason Ganser","","","","","No","N","USD",="83-2044466",="83-2044466",="4000-00-00"
"Graham Tool & Machine",="406","",="1","Customer","C","","","","","Yes","Y","No","N","","","","",="17 Lassy Court","","","Terryville","CT",="06786","","","585-1261",="585-1261","584-2636",="584-2636",,"",,"","",="0001","EP","Edward Pantalena","","","","","No","N","USD",="02-0559258",="0112201-000",="4000-00-00"
"Great Lakes Specialty Metals",="657","",="1","Customer","C","","","","","Yes","Y","No","N","","","","",="1720 East Tyler Road","","","Charles","IL",="60174","","","443-9000",="443-9000",,"",,"",,"","","","JG","Jason Ganser","","","","","No","N","USD","","",="4000-00-00"
"Green Brothers Fabrication",="153","",="1","Customer","C","","","","","Yes","Y","No","N","","","","",="15 Fourth Street","","","Taunton","MA",="02780","","","880-3608",="880-3608",,"",,"",,"","",="0001","BT","Bob Thompson","","","","","No","N","USD","","",="4000-00-00"
"Green Products, LLC",="645","",="1","Customer","C","","","","","Yes","Y","No","N","","","","",="319 Hell Hollow Rd","","","Voluntown","CT",="06384","","","564 - 1977",="564 - 1977",,"",,"",,"","","","JG","Jason Ganser","","","","","No","N","USD",="06-1304221",="48364749-001",="4000-00-00"
"Griswold Mfg",="744","",="1","Customer","C","","","","","No","N","Yes","Y","","","","",="126 Jobs Hill Rd","","","Ellington ","CT",="06029","","","604 - 5214",="604 - 5214",,"",,"",,"","","","EP","Edward Pantalena","","","","","No","N","USD","","",="4000-00-00"
"Grohe Manufacturing Solutions",="220","",="1","Customer","C","","","","","Yes","Y","No","N","","","","",="26 Beaver St","","","Ansonia","CT",="06401","","","895-9914",="895-9914",,"",,"",,"","",="0001","JG","Jason Ganser","","","","","No","N","USD","",="52688272-001",="4000-00-00"
"GS Precision Inc.",="199","",="1","Customer","C","","","","","Yes","Y","No","N","","","","",="101 John Seitz Drive","","","Brattleboro","VT",="05301","","","257-5200",="257-5200","257-7937",="257-7937",,"",,"","",="0001","BT","Bob Thompson","","","","","No","N","USD",="03-0214289",="450-030214289F-01",="4000-00-00"
"GSC Manufacturing",="204","",="1","Customer","C","","","","","Yes","Y","No","N","","","","","19 Pond Rd.","","","Gloucester","MA",="01930","","","865-3057",="865-3057",,"",,"",,"","",="0001","BT","Bob Thompson","","","","","No","N","USD",="83-2794164","",="4000-00-00"
"GTI Graphic Technology Inc.",="451","",="1","Customer","C","","","","","Yes","Y","Yes","Y","","","","","","","","","","","","",,"",,"",,"",,"","",="0001","JL","Joe Lafantano","","","","","No","N","USD","","",="4000-00-00"
"Guardair Corp.",="124","",="1","Customer","C","","","","","Yes","Y","No","N","","","","",="47 Veterans Drive","","","Chicopee","MA",="01022","","","594-4400",="594-4400",,"","592-6553",="592-6553",,"","",="0003","BT","Bob Thompson","","","","","No","N","USD",="04-3145697","",="4000-00-00"
"Gulf Manufacturing Inc.",="849","",="1","Customer","C","","","","","No","N","Yes","Y","","","","","645 Cromwell Ave.","P.O. Box 430","","Rocky Hill ","CT",="06067","","","529 - 8601",="529 - 8601","860 - 257 - 9148",="860 - 257 - 9148",,"",,"","","","EP","Edward Pantalena","","","","","No","N","USD","","",="4000-00-00"
"Gutter Flow Systems",="625","",="1","Customer","C","","","","","No","N","Yes","Y","","","","","","","","","","","","",,"",,"",,"",,"","",="0001","JG","Jason Ganser","","","","","No","N","USD","","",="4000-00-00"
"H&H Swiss Machine Products Inc",="447","",="1","Customer","C","","","","","Yes","Y","No","N","","","","",="1478 Chestnut Ave","******   DELIVER BEFORE 2:30pm  *******","","Hillside","NJ",="07205","","","826-9985",="826-9985","908-688-3503",="908-688-3503",,"",,"","",="0001","EP","Edward Pantalena","","","","","No","N","USD",="22-0993535",="220-993-535-000",="4000-00-00"
"Haas Laser Technologies",="852","",="1","Customer","C","","","","","No","N","Yes","Y","","","","",="37 Ironia Rd","","","Flanders","NJ",="07836","","","598 - 1150",="598 - 1150",,"",,"",,"","","","EP","Edward Pantalena","","","","","No","N","USD","","",="4000-00-00"
"Hamill Manufacturing Company",="218","",="1","Customer","C","","","","","Yes","Y","No","N","","","","","500 Pleasant Valley Rd.","","","Trafford","PA",="15085","","","744-2131",="744-2131","744-3121",="744-3121",,"",,"","",="0001","JG","Jason Ganser","","","","","No","N","USD","","",="4000-00-00"
"Handles Unlimited",="174","",="1","Customer","C","","","","","Yes","Y","No","N","","","","","200 1ST Ave.","","","Cranston","RI",="02910","","","667-7870",="667-7870",,"",,"",,"","",="0001","BT","Bob Thompson","","","","","No","N","USD",="27-1338096",="8/17/19",="4000-00-00"
"Hannes Precision",="698","",="1","Customer","C","","","","","Yes","Y","Yes","Y","","","","","","","","","","","","",,"",,"",,"",,"","","","JL","Joe Lafantano","","","","","No","N","USD","","",="4000-00-00"
"Harbor Freight",="485","",="1","Customer","C","","","","","Yes","Y","No","N","","","","","","","","","","","","",,"",,"",,"",,"","","","","","","","","","No","N","USD","","",="4000-00-00"
"Harley Tool & Machine ",="488","",="1","Customer","C","","","","","Yes","Y","No","N","","","","",="24 McDermott Place","","","Bergenfield","NJ",="07621","","","244-8899",="244-8899",,"",,"",,"","",="0001","EP","Edward Pantalena","","","","","No","N","USD",="81-3288517","",="4000-00-00"
"Harold Cooper",="807","",="1","Customer","C","","","","","No","N","Yes","Y","","","","",="1223 Augusta Dr","","","Houston","TX",="77057","","","750 - 7707",="750 - 7707",,"",,"",,"","","","JG","Jason Ganser","","","","","No","N","USD","","",="4000-00-00"
"Hart Tool & Engineering Co",="403","",="1","Customer","C","","","","","Yes","Y","No","N","","","","",="339 Christian St","","","Oxford","CT",="06478","","","264-9776",="264-9776",,"",,"",,"","",="0001","JL","Joe Lafantano","","","","","No","N","USD",="06-0919447",="0305763-000",="4000-00-00"
"Hatfield Metal Fabrication Inc","H00008","",="1","Customer","C","","","","","Yes","Y","No","N","","","","",="16 Hatfield Lane","","","Poughkeepsie","NY",="12603","United States","","454-1460",="454-1460","454-9036",="454-9036",,"",,"","","","JL","Joe Lafantano","","","","","No","N","USD",="14-1440933","",="4000-00-00"
"Headwater Precision LLC",="264","",="1","Customer","C","","","","","Yes","Y","No","N","","","","",="2 Spaulding Hill Rd","","","W. Chesterfield","NH",="03466","","","728-4530",="728-4530",,"",,"",,"","",="0002","BT","Bob Thompson","","","","","No","N","USD","","",="4000-00-00"
"Helidex",="725","",="1","Customer","C","","","","","Yes","Y","Yes","Y","","","","","","","","","","","","",,"",,"",,"",,"","","","MB","Mike Butsch","","","","","No","N","USD","","",="4000-00-00"
"Heritage Village",="533","",="1","Customer","C","","","","","No","N","Yes","Y","","","","","Heritage Village ","","","Southbury","CT",="06488","","",,"",,"",,"",,"","","","JG","Jason Ganser","","","","","No","N","USD","","",="4000-00-00"
"Hexagon Machinine & MFG",="421","",="1","Customer","C","","","","","Yes","Y","No","N","","","","",="1507 Nelson Rd","","","Longmont","CO",="80501","","","827-3550",="827-3550",,"",,"",,"","","","RE","Russell Earls","","","","","No","N","USD",="81-4077231",="32755415-0000",="4000-00-00"
"Hi Stone & Sons, Inc.",="167","",="1","Customer","C","","","","","Yes","Y","No","N","","","","",="168 Main Street South","","","Southbury","CT",="06488","","","264-6501",="264-6501",,"","509-5058",="509-5058",,"","cstonejr@histoneson.com","","JG","Jason Ganser","","","","","No","N","USD","","",="4000-00-00"
"High Point Precision Products",="505","",="1","Customer","C","","","","","No","N","Yes","Y","","","","",="1 First Street","","","Sussex","NJ",="07461","","",,"",,"",,"",,"","",="0001","EP","Edward Pantalena","","","","","No","N","USD","","",="4000-00-00"
"High Tech Precision Manufacturing LLC",="582","",="1","Customer","C","","","","","Yes","Y","No","N","","","","",="43 Aircraft Road","","","Southington","CT",="06489","","","621-7242",="621-7242","621-0229",="621-0229",,"",,"","",="0001","EP","Edward Pantalena","","","","","No","N","USD",="06-1572485",="1465830-001",="4000-00-00"
"Highpower Security Products LLC",="366","",="1","Customer","C","","","","","Yes","Y","No","N","","","","",="290 Pratt St","Delivery Hours: 10AM - 4PM ","","Meriden","CT",="06450","","","634-3900",="634-3900","886-0078",="886-0078",,"",,"","",="0002","EP","Edward Pantalena","","","","","No","N","USD",="06-1487889",="9174541-000",="4000-00-00"
"Hillery Company",="136","",="1","Customer","C","","","","","Yes","Y","No","N","","","","","739 Meridian St Ext.","","","Groton","CT",="06340","","","445-9791",="445-9791","917-0150",="917-0150",,"",,"","",="0001","BT","Bob Thompson","","","","","No","N","USD","","",="4000-00-00"
"Hillside Eng.",="823","",="1","Customer","C","","","","","Yes","Y","No","N","","","","","10 Rainbow Terrace, #A  ","","","Danvers","MA",="01923","","","762-6640",="762-6640","978 - 762 - 6644",="978 - 762 - 6644",,"",,"","","","BT","Bob Thompson","","","","","No","N","USD",="27-1317525",="27-1317525",="4000-00-00"
"Hitachi Cable",="190","",="1","Customer","C","","","","","No","N","Yes","Y","","","","",="15 Gray Lane","","","Ashaway","RI",="02804","","","315-5100",="315-5100","315-2012",="315-2012",,"",,"","","","BT","Bob Thompson","","","","","No","N","USD",="13-3063610",="13-3063610",="4000-00-00"
"HI-TECH METALS, INC.",="298","",="1","Customer","C","","","","","Yes","Y","No","N","","","","",="139 FARM STREET","","","BELLINGHAM","MA",="02019","","","966-4600",="966-4600",,"",,"",,"","",="0001","BT","Bob Thompson","","","","","No","N","USD","","",="4000-00-00"
"Hollis Line Machine Co., Inc.",="380","",="1","Customer","C","","","","","Yes","Y","No","N","","","","",="128 Old Wilton Road ","","","Milford","NH",="03055","","","465-2251",="465-2251",,"",,"",,"","",="0001","BT","Bob Thompson","","","","","No","N","USD","","",="4000-00-00"
"Hopewell Precision Inc.",="355","",="1","Customer","C","","","","","Yes","Y","No","N","","","","",="19 Ryan Road","","","Hopewell Junction","NY",="12533","","","221-2737",="221-2737",,"",,"",,"","",="0001","JL","Joe Lafantano","","","","","No","N","USD",="14-1544171",="14-1544171",="4000-00-00"
"Housatonic Community College",="786","",="1","Customer","C","","","","","Yes","Y","No","N","","","","","900 Lafayette Blvd.","Office: LH-C179E","","Bridgeport","CT",="06604","","",,"",,"","203-332-5063",="203-332-5063",,"","Ckim@housatonic.edu","","EP","Edward Pantalena","","","","","No","N","USD",="13-4310869",="76-0729241",="4000-00-00"
"HSM Houston Special Metals Inc. ",="762","",="1","Customer","C","","","","","No","N","Yes","Y","","","","",="11625 North Houston Rosslyn Rd","","","Houston","TX",="77086","","","374-7912",="374-7912",,"","713-835-5849",="713-835-5849",,"","","","JG","Jason Ganser","","","","","No","N","USD","","",="4000-00-00"
"Hudson Machine Works, Inc.",="442","",="1","Customer","C","","","","","Yes","Y","No","N","","","","","30 Branch Rd.","","","Brewster","NY",="10509","","","279-1413",="279-1413",,"",,"",,"","",="0002","JL","Joe Lafantano","","","","","No","N","USD",="13-3623855","",="4000-00-00"
"Hudson Valley Windustrial ",="284","",="1","Customer","C","","","","","Yes","Y","No","N","","","","",="421A Manchester Rd ","","","Poughkeepsie","NY",="12603","","","486-0800",="486-0800",,"",,"",,"","",="0001","JL","Joe Lafantano","","","","","No","N","USD","","",="4000-00-00"
"Hunter Manufacturing Services, Inc. ",="465","",="1","Customer","C","","","","","Yes","Y","No","N","","","","",="19 Just Road","","","Fairfield ","NJ",="07004","","","287-6701",="287-6701",,"",,"",,"","","","EP","Edward Pantalena","","","","","No","N","USD",="223-699089",="223-699089",="4000-00-00"
"Hurley Metal Fabrication and Mfg. LLC",="709","",="1","Customer","C","","","","","Yes","Y","No","N","","","","","725 Marshall Phelps Rd.","","","Windsor ","CT",="06095","","","688 - 8844",="688 - 8844",,"",,"",,"","","","EP","Edward Pantalena","","","","","No","N","USD",="06-1426673",="8482507-000",="4000-00-00"
"Hurley Precision Machining",="350","",="1","Customer","C","","","","","No","N","Yes","Y","","","","",="19 Batchelder Road","","","Seabrook","NH",="03874","","","474-1879",="474-1879",,"",,"",,"","",="0001","BT","Bob Thompson","","","","","No","N","USD","","",="4000-00-00"
"Huron Tool and Cutter Grinding",="544","",="1","Customer","C","","","","","Yes","Y","No","N","","","","","2045 Wellwood Ave. ","","","Farmingdale","NY",="11735","","","420-7000",="420-7000",,"",,"",,"","",="0001","EP","Edward Pantalena","","","","","No","N","USD","","",="4000-00-00"
"Hutchinson Industries",="431","",="1","Customer","C","","","","","Yes","Y","No","N","","","","",="460 Southard St","","","Trenton","NJ",="08638","","","394-1010",="394-1010",,"",,"",,"","","","RE","Russell Earls","","","","","No","N","USD",="22-2941385",="222-941-385-000",="4000-00-00"
"Hygrade Precision Technologies LLC",="814","",="1","Customer","C","","","","","No","N","Yes","Y","","","","",="329 Cooke St","","","Plainville","CT",="06062","","",,"",,"",,"",,"","","","EP","Edward Pantalena","","","","","No","N","USD","","",="4000-00-00"
"ICI Metals",="454","",="1","Customer","C","","","","","Yes","Y","Yes","Y","","","","","12609 Alameda Dr.  ","","","Strongsville","OH",="44149","","","846-9500",="846-9500",,"",,"",,"","",="0001","JG","Jason Ganser","","","","","No","N","USD","","",="4000-00-00"
"ICS - Intelligent Cutting Solutions",="387","",="1","Customer","C","","","","","Yes","Y","No","N","","","","","39 Progress Circle, Unit C","","","Newington","CT",="06111","","","926-1155",="926-1155",,"",,"",,"","",="0001","JG","Jason Ganser","","","","","No","N","USD","","",="4000-00-00"
"Igus, Inc.",="116","",="1","Customer","C","","","","","Yes","Y","No","N","","","","","PO Box 14349","","","East Providence","RI",="02914","","","438-2200",="438-2200","436-7270",="436-7270","800-521-2747",="800-521-2747",,"","",="0002","BT","Bob Thompson","","","","","No","N","USD",="05-0419384",="050419384-00",="4000-00-00"
"Industrial Metal Supply",="756","",="1","Customer","C","","","","","No","N","Yes","Y","","","","","","","","","","","","",,"",,"",,"",,"","","","RE","Russell Earls","","","","","No","N","USD","","",="4000-00-00"
"Industrial Metals International Ltd.",="594","",="1","Customer","C","","","","","Yes","Y","No","N","","","","",="2065 Fifth Avenue ","","","Ronkonkoma","NY",="11779","","","1-631-981-1300",="1-631-981-1300",,"",,"",,"","",="0001","EP","Edward Pantalena","","","","","No","N","USD",="11-2472256",="11-2472256",="4000-00-00"
"Innovative Machine Inc.",="171","",="1","Customer","C","","","","","Yes","Y","No","N","","","","",="40 Snow Road","","","Winchester","NH",="03470","","","239-8082",="239-8082","239-8689",="239-8689",,"",,"","",="0001","BT","Bob Thompson","","","","","No","N","USD","","",="4000-00-00"
"Intelligent Cutting Solutions",="392","",="1","Customer","C","","","","","Yes","Y","Yes","Y","","","","",="39 Progress Circle Unit C","","","Newington ","CT",="06111","","","926-1155",="926-1155","860-926-1156",="860-926-1156",,"",,"","","","EP","Edward Pantalena","","","","","No","N","USD",="06-1045946",="3117876-000",="4000-00-00"
